category,title,content,date,is_ai
맛집_리뷰,(매장 없어짐)강남역 맛집 셰프투고 배달 큐브스테이크 감바스... ,오랜만에 강남역 셰프투고는 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20191118,1
맛집_리뷰,"강남 맛집, 강남역 맛집 마초쉐프 강남역점 청첩장 모임 하러... ",친구랑 강남에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20190809,1
맛집_리뷰,차이니즈 레스토랑 위크 강남역 맛집 스트릿 USBEEF 우육탕면,가볍게 차이니즈 레스토랑에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,20190920,1
맛집_리뷰,강남역 맛집 / 5000원 냉삼 회식장소로 좋은 수입식당,"강남역 5000원 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.",20191217,1
맛집_리뷰,신분당선 강남역 맛집 / 참치공방 - 참치회 무난한 스끼다시와... ,근처에서 밥 먹을 곳 찾다가 신분당선에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,20190701,1
맛집_리뷰,"강남역 맛집, 고소한 막국수와 제복쟁반 ' 청류벽 '",강남역 고소한은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,20190130,1
맛집_리뷰,[강남역 맛집] 피그인더가든 강남점,친구랑 강남역에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20191206,1
맛집_리뷰,강남역 맛집 바비레드 BTS팝업스토어 근처맛집 강남역 핫플,강남역에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,20200103,1
맛집_리뷰,2019년 1월 28일의 기록 &lt;강남역 맛집 본토닭갈비 &amp; 강남역... ,"1월 28일의 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.",20190129,1
맛집_리뷰,강남역 맛집 해담채 정갈한 건강한 한상,근처에서 밥 먹을 곳 찾다가 강남역에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20191114,1
맛집_리뷰,"강남역 맛집 낙원타코 / 낙원스낵, 롯데백화점 '갬성푸드' 팝업",오랜만에 강남역은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,20190320,1
맛집_리뷰,강남역 맛집 이딸라시안 여길 왜 이제갔지!?,친구랑 강남역 이딸라시안에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20190107,1
맛집_리뷰,"[강남역 맛집] 인도 음식은 여기서, 강가 강남점",강남역 인도에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20191222,1
맛집_리뷰,강남역맛집:드뎌 먹었본 흑당버블티 타이거슈거,"가볍게 강남역맛집 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.",20190805,1
맛집_리뷰,2019년 8월 16일 강남역 맛집 SPC스퀘어 그릭슈바인,근처에서 밥 먹을 곳 찾다가 8월에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20190816,1
맛집_리뷰,[강남역 맛집] 느린마을양조장 강남점,강남역 느린마을양조장은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20200131,1
맛집_리뷰,"[강남역 맛집] 소개팅 명소, 마노 디 셰프 Mano Di Chef",친구랑 강남역 소개팅에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20191210,1
맛집_리뷰,강남역 맛집) 신데렐라롱,강남역 신데렐라롱에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20200407,1
맛집_리뷰,"[강남역 맛집] 우리의 소개팅 장소, 블루밍 가든 Blooming... ","강남역 우리의 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",20191218,1
맛집_리뷰,강남역 맛집- 쉑쉑버거 Shake Shack  아주 리얼후기,근처에서 밥 먹을 곳 찾다가 강남역에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,20190725,1
맛집_리뷰,하이앤드 양대창집...^^  -강남역맛집 연타발 강남역점-,오랜만에 하이앤드 양대창집...^^는 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20190627,1
맛집_리뷰,"[강남역 맛집] 따뜻한 국물이 먹고 싶어서 간, 딘타이펑 강남점",친구랑 강남역 따뜻한에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20190715,1
맛집_리뷰,"* 강남역 맛집, 강남역 존맛, 돈까스 맛집 모리카츠",강남역에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20190116,1
맛집_리뷰,[강남역맛집] 메이드바이오즈/맛있는 오삼불고기,"강남역맛집 메이드바이오즈 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.",20190107,1
맛집_리뷰,강남역 맛집- 지파이 &lt;대만간식 &gt; 리얼 솔직후기 &amp; 타이거 슈가... ,근처에서 밥 먹을 곳 찾다가 강남역에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20190725,1
맛집_리뷰,[서울/강남역맛집] 갬성있는 서울여자와 함께  &quot;감성타코 강남... ,서울 강남역맛집은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20200407,1
맛집_리뷰,[강남] 강남역 맛집 바비레드,친구랑 강남에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20191212,1
맛집_리뷰,강남역 맛집 매콤한게 끌린다?,이번에 강남역에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20190207,1
맛집_리뷰,( 강남역맛집 ) 정말 맛있는... 먹을 수 있는 강남역 맛집 NY BnB,"정말 맛있는... 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",20190114,1
맛집_리뷰,[강남역 맛집] 동해도 - 회전초밥 뷔페,근처에서 밥 먹을 곳 찾다가 강남역에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20190505,1
맛집_리뷰,강남역 맛집 강남역 회식장소는 진구곱창이 최고죠,강남역은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20190602,1
맛집_리뷰,[강남역 맛집] 모두가 좋아할 곳!,친구랑 강남역에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,20190330,1
맛집_리뷰,&lt;강남역 맛집 두번 추천&gt;고에몬,&lt;강남역에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,20200605,1
맛집_리뷰,"[강남역 맛집] SHY BANA - 미국남부가정식, 주차 2시간 무료!!!","강남역 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.",20190623,1
맛집_리뷰,"[2019년 3월 12일,  7,620걸음] 오랜만에 강남역 맛집을 찾다",오랜만에 근처에서 밥 먹을 곳 찾다가 3월 12일에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,20190316,1
맛집_리뷰,[강남역 맛집] 천진영감 X 맛집꿀정보,강남역은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20190529,1
맛집_리뷰,[강남역 맛집] 한식 &quot;노랑저고리&quot;,친구랑 강남역 한식에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20190717,1
맛집_리뷰,20191110_강남_하루하루(#강남역맛집),오랜만에 20191110_강남_하루하루에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,20191123,1
맛집_리뷰,[강남역 맛집] 일본풍 파스타가 정말 맛있었던곳 '고에몬... ,"강남역 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.",20200716,1
맛집_리뷰,강남역 맛집 딘타이펑 이집 샤오롱바오 잘하네,근처에서 밥 먹을 곳 찾다가 강남역 딘타이펑에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,20190214,1
맛집_리뷰,강남역 맛집 - 알부자,강남역은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20200306,1
맛집_리뷰,"강남역맛집, 강남회전초밥을 찾는다면 강남 스시오 추천!",친구랑 강남역맛집에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,20190813,1
맛집_리뷰,[강남역 맛집] 쉐이크쉑 (SHAKE SHACK)- 쉑쉑버거 느끼하지만... ,가볍게 강남역 쉐이크쉑에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,20190216,1
맛집_리뷰,강남역 맛집 바비레드 재방문 후기,"강남역 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.",20191202,1
맛집_리뷰,강남역 맛집 바비레드 꼭가기 두번가기,근처에서 밥 먹을 곳 찾다가 강남역에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,20190102,1
맛집_리뷰,"강남역 맛집, 미소다이닝 세이로무시 추천.",강남역은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20190116,1
맛집_리뷰,강남역맛집 / 낙원타코아니죠... 타코맛집 / 플래터 / 스텔라,친구랑 강남역맛집에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,20200113,1
맛집_리뷰,강남역 맛집 장인닭갈비 줄서서 먹은 보람이 있다!,강남역 장인닭갈비에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20190317,1
맛집_리뷰,"강남역맛집, 마녀주방 피자와브리또 솔직후기!","강남역맛집 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.",20190917,1
맛집_리뷰,"[강남역 맛집] 희래식당 -마라탕 처음 먹어본 날, 꿔바로우도 함께",근처에서 밥 먹을 곳 찾다가 강남역 희래식당에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,20190427,1
맛집_리뷰,[강남역맛집]60년전통신촌황소곱창,강남역맛집은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,20190302,1
맛집_리뷰,강남역맛집 어거스트 힐 맛집을 가다,오랜만에 친구랑 강남역맛집에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20191120,1
맛집_리뷰,강남역 맛집 / 강남역 11번출구 맛집 / 낮 맥주가 가능 한... ,강남역에서 식사했는데 분위기가 너무 시끄럽지 않아 편했어요. 대표 메뉴가 깔끔했고 가격도 크게 부담스럽지 않아서 한 번쯤 가볼 만했답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20191013,1
맛집_리뷰,크리스마스 분위기 가득나는 강남역 맛집 바비레드에서... ,"크리스마스 분위기 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.",20191202,1
맛집_리뷰,[강남역맛집] 바비레드,근처에서 밥 먹을 곳 찾다가 강남역맛집 바비레드에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,20200120,1
맛집_리뷰,[강남 맛집 / 강남역 맛집] 로리스 더 프라임 립,강남은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20191126,1
맛집_리뷰,강남역 맛집 추천 : 수제맥주펍 브롱스(bronx),친구랑 강남역 수제맥주펍에 갔는데 전체적으로 무난해서 좋았어요. 음식 나오는 속도도 괜찮고 맛도 기대 이상이라 근처 맛집 찾는 분들께 추천드려요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,20190103,1
