title,category,content_raw,content_clean,is_ai,ai_type,char_count,raw_length,sentence_count,avg_sentence_len,sentence_len_std,total_tokens,noun_count,verb_count,adjective_count,adverb_count,josa_count,noun_ratio,verb_ratio,adjective_ratio,adverb_ratio,josa_ratio,noun_density,josa_density,friendly_ending_count,llm_style_count,period_count,exclamation_count,question_count,tilde_count,punctuation_ratio
[내돈내산][쿠팡 애플 브랜드 위크] 아이폰11 공기계 퍼플... ,상품_리뷰,며칠 동안 내돈내산을 써봤는데 생각보다 손이 자주 가더라고요. 사용법도 어렵지 않고 마감도 괜찮아서 전체적으로 만족했어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,며칠 동안 내돈내산을 써봤는데 생각보다 손이 자주 가더라고요. 사용법도 어렵지 않고 마감도 괜찮아서 전체적으로 만족했어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,AI_v1,100,130,4,25.0,2.9154759474226504,52,21,7,6,1,10,0.40384615384615385,0.1346153846153846,0.11538461538461539,0.019230769230769232,0.19230769230769232,0.21,0.1,3,0,4,0,0,0,0.04
북포유 아이폰11 유화케이스 내돈내산리뷰,상품_리뷰,들판 아이폰11 케이스 유화케이스라고 해서 바로 보고 너무 이쁘다는 생각에 장바구니에 꼭꼭 담아주고... 아이폰을 얼마나 비싸게 주고 삿는데 이번에 아직 할부도 안끝낫어요 끝나지 않는 티엠아이... ,들판 아이폰11 케이스 유화케이스라고 해서 바로 보고 너무 이쁘다는 생각에 장바구니에 꼭꼭 담아주고. 아이폰을 얼마나 비싸게 주고 삿는데 이번에 아직 할부도 안끝낫어요 끝나지 않는 티엠아이.,0,Human,82,106,2,41.0,3.0,37,18,6,2,2,6,0.4864864864864865,0.16216216216216217,0.05405405405405406,0.05405405405405406,0.16216216216216217,0.21951219512195122,0.07317073170731707,0,0,2,0,0,0,0.024390243902439025
[강남역 맛집]&quot;스테이터 강남역점&quot; / 가성비 좋은... ,맛집_리뷰,ㅋㅋㅋ 그런데 오늘은 넘나리 맛있어서 다 먹어치운게 아닌가 싶네요~~ 강남역 맛집 확인!!&gt;.&lt; 저희가... ㅎㅎ 강남역 약속인데 스테이크가 땡기면 강남역 스테이크 맛집&amp;저렴한 집이기도 한 스테이터... ,그런데 오늘은 넘나리 맛있어서 다 먹어치운게 아닌가 싶네요~ 강남역 맛집 확인! . 저희가. 강남역 약속인데 스테이크가 땡기면 강남역 스테이크 맛집 저렴한 집이기도 한 스테이터.,0,Human,76,99,3,25.333333333333332,14.89966442575134,34,14,5,3,1,5,0.4117647058823529,0.14705882352941177,0.08823529411764706,0.029411764705882353,0.14705882352941177,0.18421052631578946,0.06578947368421052,0,0,3,1,0,1,0.06578947368421052
프로 맥스 실버 개봉기 아이폰 11프로 비교 내돈내산 실 사용기,상품_리뷰,#아이폰12프로맥스 #아이폰12프로맥스실버 #아이폰프로맥스개봉기 #내돈내산 안녕하세요!! 다들 주말 잘 보내셨나요? 오늘은 기다리고 기다리던 아이폰 12 프로 맥스 실버 개봉기와 실 사용기! 그리고 아이폰 12... ,안녕하세요! 다들 주말 잘 보내셨나요? 오늘은 기다리고 기다리던 아이폰 12 프로 맥스 실버 개봉기와 실 사용기! 그리고 아이폰 12.,0,Human,57,75,4,14.25,9.832980219648569,27,11,5,1,1,1,0.4074074074074074,0.18518518518518517,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.19298245614035087,0.017543859649122806,0,0,1,2,1,0,0.07017543859649122
"내돈내산 , 부산 초량 ㅂㄱㅂㄷㅅ 근처 성지에서 아이폰 11... ",상품_리뷰,급하게 잡은 일정이었지만 내돈내산 부산에서 꽤 만족스러운 시간을 보냈어요. 복잡하지 않고 둘러볼 곳도 있어서 하루 코스로 괜찮았답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,급하게 잡은 일정이었지만 내돈내산 부산에서 꽤 만족스러운 시간을 보냈어요. 복잡하지 않고 둘러볼 곳도 있어서 하루 코스로 괜찮았답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,1,AI_v1,109,144,4,27.25,3.418698582794336,54,20,8,9,2,8,0.37037037037037035,0.14814814814814814,0.16666666666666666,0.037037037037037035,0.14814814814814814,0.1834862385321101,0.07339449541284404,3,0,4,0,0,0,0.03669724770642202
2020년 연말정산 월세액 세액공제,전문_정보,#월세액세액공제 #연말정산월세 #연말정산 #연말정산환급 #연말정산간소화 #연말정산꿀팁... (월세계약서상 계약자가 본인 또는 본인의 기본공제대상자) (2) 연말 현재 세대주 연말 현재 세대주는 공제 가능... ,월세계약서상 계약자가 본인 또는 본인의 기본공제대상자 2 연말 현재 세대주 연말 현재 세대주는 공제 가능.,0,Human,45,59,1,45.0,0.0,26,14,0,0,1,3,0.5384615384615384,0.0,0.0,0.038461538461538464,0.11538461538461539,0.3111111111111111,0.06666666666666667,0,0,1,0,0,0,0.022222222222222223
아이폰11 악세사리 | earp earp (어프어프) 폰케이스... ,상품_리뷰,쿠팡 아이폰8을 사용하다 11을 쓰니 너무 무거워서 그립톡을 구매하려다가 폰을 주머니에 넣거나 할 때... 두 제품 다 내돈내산이지만 파트너스 활동을 통해 일정액의 수수료를 제공받을 수 있음,쿠팡 아이폰8을 사용하다 11을 쓰니 너무 무거워서 그립톡을 구매하려다가 폰을 주머니에 넣거나 할 때. 두 제품 다 내돈내산이지만 파트너스 활동을 통해 일정액의 수수료를 제공받을 수 있음,0,Human,79,104,2,39.5,4.0,47,21,7,1,2,10,0.44680851063829785,0.14893617021276595,0.02127659574468085,0.0425531914893617,0.2127659574468085,0.26582278481012656,0.12658227848101267,0,0,1,0,0,0,0.012658227848101266
"2020년 출산휴가, 육아휴직급여 연말정산 모든것(feat.... ",전문_정보,"2019년 연말정산에서는 총급여 7천만원 이하자의 산후조리원 비용을 200만원 세액공제해주었는데요 출산장려 정책과 비슷한 맥락이라 없어지진 않을 듯한데, 추후에 2020년 연말정산 가이드가 나오면 꼭... ",2019년 연말정산에서는 총급여 7천만원 이하자의 산후조리원 비용을 200만원 세액공제해주었는데요 출산장려 정책과 비슷한 맥락이라 없어지진 않을 듯한데 추후에 2020년 연말정산 가이드가 나오면 꼭.,0,Human,90,111,1,90.0,0.0,37,17,4,1,0,7,0.4594594594594595,0.10810810810810811,0.02702702702702703,0.0,0.1891891891891892,0.18888888888888888,0.07777777777777778,0,0,1,0,0,0,0.011111111111111112
[내돈내산] 아이폰 11 PRO MAX 케이스 구매 후기 - 다온누리... ,상품_리뷰,"아이폰 8 PRO, 11 PRO MAX 사이즈가 워낙 길어서 맞는 거치대 찾기가 어려운 편인데 이건 제법 길이도 있어서 좋네유. 본품은 그린으로 구매했어유. 일단 구매해서 사용해보고 갠츈하면 몇개 더 쟁여... ",아이폰 8 PRO 11 PRO MAX 사이즈가 워낙 길어서 맞는 거치대 찾기가 어려운 편인데 이건 제법 길이도 있어서 좋네유. 본품은 그린으로 구매했어유. 일단 구매해서 사용해보고 갠츈하면 몇개 더 쟁여.,0,Human,86,114,3,28.666666666666668,16.81930108205715,48,21,5,3,0,8,0.4375,0.10416666666666667,0.0625,0.0,0.16666666666666666,0.2441860465116279,0.09302325581395349,0,0,3,0,0,0,0.03488372093023256
[서울/강남역맛집] 갬성있는 서울여자와 함께  &quot;감성타코 강남... ,맛집_리뷰,서울 강남역맛집은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,서울 강남역맛집은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,AI_v1,107,140,5,21.4,6.6211781428987395,53,21,7,8,1,10,0.39622641509433965,0.1320754716981132,0.1509433962264151,0.018867924528301886,0.18867924528301888,0.19626168224299065,0.09345794392523364,1,0,5,0,0,0,0.04672897196261682
"강남역맛집, 마녀주방 피자와브리또 솔직후기!",맛집_리뷰,"강남역맛집 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.",강남역맛집 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고 다음에 근처 가면 또 들러보고 싶더라고요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,1,AI_v1,90,115,3,30.0,5.656854249492381,37,15,6,7,1,5,0.40540540540540543,0.16216216216216217,0.1891891891891892,0.02702702702702703,0.13513513513513514,0.16666666666666666,0.05555555555555555,2,0,3,0,0,0,0.03333333333333333
