category,title,content,date,is_ai,ai_type
맛집_리뷰,[강남역 맛집]&quot;스테이터 강남역점&quot; / 가성비 좋은... ,ㅋㅋㅋ 그런데 오늘은 넘나리 맛있어서 다 먹어치운게 아닌가 싶네요~~ 강남역 맛집 확인!!&gt;.&lt; 저희가... ㅎㅎ 강남역 약속인데 스테이크가 땡기면 강남역 스테이크 맛집&amp;저렴한 집이기도 한 스테이터... ,20191210,0,Human
상품_리뷰,프로 맥스 실버 개봉기 아이폰 11프로 비교 내돈내산 실 사용기,#아이폰12프로맥스 #아이폰12프로맥스실버 #아이폰프로맥스개봉기 #내돈내산 안녕하세요!! 다들 주말 잘 보내셨나요? 오늘은 기다리고 기다리던 아이폰 12 프로 맥스 실버 개봉기와 실 사용기! 그리고 아이폰 12... ,20201228,0,Human
상품_리뷰,"내돈내산 , 부산 초량 ㅂㄱㅂㄷㅅ 근처 성지에서 아이폰 11... ",급하게 잡은 일정이었지만 내돈내산 부산에서 꽤 만족스러운 시간을 보냈어요. 복잡하지 않고 둘러볼 곳도 있어서 하루 코스로 괜찮았답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,20200904,1,AI_v1
전문_정보,2020년 연말정산 월세액 세액공제,#월세액세액공제 #연말정산월세 #연말정산 #연말정산환급 #연말정산간소화 #연말정산꿀팁... (월세계약서상 계약자가 본인 또는 본인의 기본공제대상자) (2) 연말 현재 세대주 연말 현재 세대주는 공제 가능... ,20201222,0,Human
상품_리뷰,아이폰11 악세사리 | earp earp (어프어프) 폰케이스... ,쿠팡 아이폰8을 사용하다 11을 쓰니 너무 무거워서 그립톡을 구매하려다가 폰을 주머니에 넣거나 할 때... 두 제품 다 내돈내산이지만 파트너스 활동을 통해 일정액의 수수료를 제공받을 수 있음,20200603,0,Human
전문_정보,"2020년 출산휴가, 육아휴직급여 연말정산 모든것(feat.... ","2019년 연말정산에서는 총급여 7천만원 이하자의 산후조리원 비용을 200만원 세액공제해주었는데요 출산장려 정책과 비슷한 맥락이라 없어지진 않을 듯한데, 추후에 2020년 연말정산 가이드가 나오면 꼭... ",20200323,0,Human
상품_리뷰,[내돈내산] 아이폰 11 PRO MAX 케이스 구매 후기 - 다온누리... ,"아이폰 8 PRO, 11 PRO MAX 사이즈가 워낙 길어서 맞는 거치대 찾기가 어려운 편인데 이건 제법 길이도 있어서 좋네유. 본품은 그린으로 구매했어유. 일단 구매해서 사용해보고 갠츈하면 몇개 더 쟁여... ",20200607,0,Human
맛집_리뷰,[서울/강남역맛집] 갬성있는 서울여자와 함께  &quot;감성타코 강남... ,서울 강남역맛집은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,20200407,1,AI_v1
맛집_리뷰,"강남역맛집, 마녀주방 피자와브리또 솔직후기!","강남역맛집 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.",20190917,1,AI_v1
상품_리뷰,아이폰11pro vs 아이폰 12pro 비교,"아이폰11pro 후기 남겨보면, 처음엔 반신반의했지만 써볼수록 편한 점이 많았어요. 아쉬운 부분도 있지만 재구매를 고민할 정도는 됩니다. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.",20201102,1,AI_v1
상품_리뷰,[내돈내산] 쿠팡에서 핸드폰 사도 될까? | 아이폰 11PRO 256기가... ,진짜 내돈내산 인증하고 시작합니다 나의 낡고 지친 아이폰7... 한 4년 썼더니 배터리도 너무 빨리 닳고... 느끼는 11과 11프로의 가장 큰 차이는 망원렌즈 유무라고 볼 수 있을 것 같은데 망원렌즈.. 있어도 잘... ,20201001,0,Human
전문_정보,연말정산 의료비 공제에서 실비보험 제외(실손의료보험금 자료... ,오늘 동생이 대구로 돌아가기 전 저에게 어마어마한 사실을 알려주고 갔어요 글쎄 2020년 1월 연말정산부터 의료비 공제에 실비보험 환급금이 공제되지않는다는 거에요!! 사실 원래부터 안됐어요~ 하지만... ,20200116,0,Human
전문_정보,2020년 연말정산 신용카드 소득공제 무엇이 달라졌을까?,"[연말정산 소득공제 최대로 땡겨가는 꿀팁!] 2020년 연말정산 신용카드 소득공제 달라진 점 소득 공제율 변화 기본적으로 카드 사용금액으로 인한 소득공제는 신용카드 이용의 경우 15%, 체크카드... ",20201217,0,Human
맛집_리뷰,신분당선 강남역 맛집 장서는날 푸짐한 안주로 한 끼 식사하기... ,2020년 1월이 정말 순식간에 사라져버린 거 같아요 2019년 연말에 못 본 사람들은 급하게 신년모임으로... 최애 맛집이자 술집! 신분당선 강남역 맛집으로 불리는 장서는날에서 같이 모였는데요~ 이번에 함께... ,20200128,0,Human
상품_리뷰,아이폰11프로케이스 추천 : 케이스티파이 Pangram... ,같아요 11pro mirror selfie #내돈내산 #아이폰11프로케이스 #아이폰11프로 #아이폰11프로폰케이스 #케이스티파이 #casetify #폰케이스쇼핑몰 #연예인폰케이스 #팬그램팬그램 #pangrampangram #네온샌드케이스... ,20200103,0,Human
맛집_리뷰,"강남역 맛집 바비레드 BOBIRED, 데이트코스로 강추!",근처에서 밥 먹을 곳 찾다가 강남역에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,20191113,1,AI_v1
맛집_리뷰,강남 마녀의초대장  / 강남역 맛집/ 강남역 스테이크 / 강남... ,"강남은 위치가 편해서 들렀다. 주문하고 기다리는 시간은 보통, 맛은 익숙한 느낌이었다. 조용한 식사보단 가볍게 먹는 쪽에 가까움. 딱히 특별하진 않은데 기억은 남는 편이다. 엄청난 건 아니고 그냥 기록용. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다.",20190202,1,AI_v2
맛집_리뷰,라그릴리아 봄메뉴 / 라그릴리아 메뉴판 / 강남역 맛집,"강남역에 있는 SPC브랜드 총집합소에 다녀왔다! 라그릴리아, 그릭슈바인, 비스트로바, 베라피자 등등이... 2019년 4월 기준 라그릴리아 메뉴 라그릴리아 봄신메뉴 &amp; 기존 런치세트 등이 있었다. (메뉴 사진이... ",20190421,0,Human
상품_리뷰,iPhone 11 Pro 아이폰 11 pro (Feat 내돈내산 후기),iPhone는 처음엔 애매했는데 쓰다 보니 괜찮은 쪽으로 기울었다. 다만 설명이 조금 부족해서 처음 세팅할 때는 헤맸음. 이런 곳도 있었네 싶었다. 이런 곳도 있었네 싶었다. 시간 맞으면 한 번쯤 들를만함. 그냥 기록용으로 남겨두면 나중에 다시 보기 괜찮을 듯.,20200516,1,AI_v2
상품_리뷰,내돈내산 / 아이폰11 프로 미국 직구 후기,"세 모델 중 11프로가 화면 사이즈가 가장 작으며, 작다고 해도 8보다 크다. 아이폰을 주머니에 넣고 다니는 내 라이프 스타일에는 생각할 것도 없이 작은게 좋다. 그리고 셧터음 무음을 위해 직구 결정. (왜... ",20200211,0,Human
상품_리뷰,아이폰11(광주 봉이모바일) 내돈내산 구매후기!,아이폰11 내돈내산은 처음엔 애매했는데 쓰다 보니 괜찮은 쪽으로 기울었다. 다만 설명이 조금 부족해서 처음 세팅할 때는 헤맸음. 급하게 정한 일정치고는 나쁘지 않았다. 엄청난 건 아니고 그냥 기록용. 시간 맞으면 한 번쯤 들를만함.,20200827,1,AI_v2
상품_리뷰,애플워치 5세대 언박싱 아이폰11 연동 방법,오늘은 내돈내산 애플워치 5세대 언박싱 리뷰로 이야기를 준비했습니다. 2019년 하반기 출시 된... 연동의 경우 애플워치 전원을 ON 시켜주시면 근처에 있는 아이폰으로 바로 연동이 됩니다. 참고로 아이폰의... ,20200703,0,Human
상품_리뷰,아이폰11pro - 내돈내산 액정필름/강화유리 추천!!2일동안... ,후기 다 읽어보고 ㅋㅋㅋ 2일동안 고민하다 샀어요 ㅋㅋㅋ 광고 후기만 가득한 블로그후기들 그래서 오늘 저는 #내돈내산 후기를 적어봅니다!! 이전에 아이폰SE였는데 그때는 오래된 기종이라 액정강화유리 젤... ,20200513,0,Human
맛집_리뷰,강남역 맛집 이딸라시안 여길 왜 이제갔지!?,"강남역 맛집 이딸라시안 강남역 11번출구로 나와 cgv골목 위로 쭉 올라오다보며 왼 편에 있어요 사실 이 골목 진짜 많이 왔었는데ㅋㅋㅋㅋ 카페며, 맛집이며 이 골목에서만 무려 4군데나 갔더라구요 이번에... ",20190107,0,Human
맛집_리뷰,[강남역 맛집] 모두가 좋아할 곳!,2019년 3월 29일 금요일 1번 강남역 맛집 이딸라시안♬ 친구회사가 강남역이라 강남에서 맛집을 많이 찾으러다니는데 저번부터 회사사람들이랑 자주 가는곳이라고 나에게 같이 가자고 했당 강남은 꽤 멀긴하지만... ,20190330,0,Human
상품_리뷰,내돈내산 아이폰 12ProMax 새벽배송 후기,+_+ 11/20 AM 12:56 배송완료! 되었다는 카톡을 새벽에 봤어요 ㅠㅠ 어제 몸이 안좋아서 약먹고 약기운에... ㅜㅜ 앞면은 실버라고 느껴지지 않네요 ㅋㅋㅋㅋ 다 같은 아이폰 느낌 ㅋ #내돈내산 화면 켜주고... ,20201120,0,Human
맛집_리뷰,강남역 맛집 존맛 또 가야지~,강남역 존맛은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,20190117,1,AI_v1
맛집_리뷰,강남역 맛집 강남역 회식장소는 진구곱창이 최고죠,"회식장소는 갔다옴. 대기 조금 있었고 메뉴는 생각보다 빨리 나왔다. 맛은 무난, 양은 적당한 편이라 근처에서 밥 먹을 때 참고할 만함. 사람이 좀 있어서 조용한 느낌은 아니었음. 사람이 좀 있어서 조용한 느낌은 아니었음.",20190602,1,AI_v2
상품_리뷰,[내돈내산]아이폰 11 Pro 256G 실버를 구매했다:) 발품팔아서,2년 약정이 끝난 내 갤럭시 S8을 보내주고 아이폰 11pro를 만나려 지난 몇 주간 카페와 성지...그리고 폰... 그러다 드디어 내가 원하던 아이폰 11pro 256기가 실버가 있는 곳을 찾았고......ㅎㅎ친절하신 사장님... ,20191217,0,Human
맛집_리뷰,유나이티드 갤러리 2019년 9월 U매거진 셋째주 전시_다나 박... ,갤러리 2019년 9월 U매거진 셋째주 전시_다나 박 개인전 #다나박 #다나박개인전 #다나박초대전 #다나박전시 #다나박작가 #유나이티드갤러리 #유나이티드문화재단 #강남갤러리 #강남역데이트 #강남역맛집,20190917,0,Human
맛집_리뷰,[강남역 맛집] 바비레드 강남본... 되는 갈비 파스타 맛집 메뉴 추천,"바비레드 먹고 옴. 사람 많고 조금 정신없었지만 음식은 괜찮았다. 가격은 보통, 위치는 편한 편이라 약속 전후로 들르기 좋음. 시간 맞으면 한 번쯤 들를만함. 시간 맞으면 한 번쯤 들를만함. 딱히 특별하진 않은데 기억은 남는 편이다.",20191123,1,AI_v2
상품_리뷰,[리예드] 커스터마이징이 가능한 고급가죽으로 만든 아이폰1... ,"#아이폰12 부터는 전체를 감싸는 케이스도 선택 가능하던데 11은 선택권이 없더라구요 ㅠ.ㅠ 세상... 오늘도 #내돈내산 인증합니다 저는 리예드와 아무 이해관계가 없고, 오랜만에 마음에 드는 케이스를 샀고... ",20201127,0,Human
상품_리뷰,[텐바이텐] 커버리쉬 아이폰케이스 내돈내산 후기,커버리쉬 아이폰케이스 궁금해서 써봤는데 막 놀랄 정도는 아니었다. 그래도 손이 자주 가긴 함. 불편한 점은 조금씩 보이는데 못 쓸 정도는 아님. 딱히 특별하진 않은데 기억은 남는 편이다. 딱히 특별하진 않은데 기억은 남는 편이다.,20201229,1,AI_v2
맛집_리뷰,[식사일기] 서촌레이어드 카페부터 강남역맛집까지 2019년... ,서촌레이어드 먹어봄. 맛은 괜찮았고 특별히 불편한 건 없었다. 가게가 조금 북적여서 오래 앉아있긴 애매했고 그냥 식사하고 나오기 좋음. 다음엔 다른 메뉴도 봐야 할 듯. 사람이 좀 있어서 조용한 느낌은 아니었음. 사람이 좀 있어서 조용한 느낌은 아니었음.,20190202,1,AI_v2
상품_리뷰,[내돈내산] 갤럭시20울트라 카메라 리뷰 / 아이폰11 비교,갤럭시20울트라 써본 기록. 처음엔 별생각 없었는데 며칠 쓰다 보니 편한 부분이 있었다. 아쉬운 점도 조금 있지만 가격 생각하면 무난. 기대치를 낮추고 가면 무난한 정도. 다음엔 다른 메뉴도 봐야 할 듯. 사람이 좀 있어서 조용한 느낌은 아니었음.,20200813,1,AI_v2
상품_리뷰,"아이폰11 화이트 / 폰 바꾼... 실시간 일기, #휴대폰성지 #아이폰11","#내돈내산 후기 #아이폰11화이트 128기가 , 개통 전까지 뜯으면 안된다고 해서 참고 기다리는 중... 앞으로 내 여행사진들(귀찮아서 여행지에서 맨날... 폰으로만 찍음.... 카메라 다 챙겨가고선...ㅠㅠ) 잘부탁해... ",20200104,0,Human
상품_리뷰,아이폰11Pro Max 256G 구입 // 이마트 24개월 무이자행사,내돈내산 아이폰11pro max 넘나 좋음 강화유리 하고 케이스 사고 ㅠㅠ 돈 더 들겠음;;; 아이폰11pro max 구입하려면 일단 재고가 있는지 전화하고 물어보고 움직이는 센스... 애플케어 결국은 준호아부지도... ,20200618,0,Human
맛집_리뷰,[강남역 맛집] 중경 마라탕,2019년 저의 핫 키워드는 마라탕입니다. 저번주에 마라탕을 연달아 3일 먹었어요. 이제 질린 줄 알았는데... 강남 중경 마라탕은 밥을 무료로 제공하기 때문에 필요하신 분들은 추가해서 드세요!! 맛있어요.,20190412,0,Human
상품_리뷰,"후기 (아이폰11프로 케이스... 두두케이스, 그립톡, 내돈내산)",아이폰 11 프로 체크케이스 + 스마일 톡 이건 내껀데 너무 맘에 든다. 톡도 없는 디자인 굳이 만들어... 예전에 6S 쓸때 카카오에서 나오는 카드 케이스 쓰고는 11에선 첨 써보는 카드케이스 2장까지 들어가지만 좀... ,20201008,0,Human
맛집_리뷰,[강남역 맛집] 출간기념으로 강남역 한식 맛집 매우매오 방문!... ,2019년 4월 24일 책이 나온 그날!! 이 기쁨을 친구와 함께 나누었습니다^^ 오늘 디너장소는 강남역 한식 맛집으로 소문난 매우매오(구 매운대) 입니다 :) 강남역 보다는 신논현역에서 더 가까운것 같더라구요... ,20190425,0,Human
맛집_리뷰,강남역 자매수산 대방어회 &amp; 매운탕 ♥,하고 - 2019년이 가기 전에 그래도 겨울 대방어 먹어보는 것에 의의를 두기 ! 제가 사랑하는 최고의 조합... 강남역 대방어 맛집 찾으신다면 자매수산 괜찮은 것 같아요 ! #강남맛집 #강남역맛집 #대방어 #자매수산,20200102,0,Human
상품_리뷰,[MONK] 아이폰 11pro 실리콘 케이스 내돈내산 ఇ,"아이폰 11pro 써봄. 기대만큼은 아니지만 못 쓸 정도도 아님. 간단하게 쓰기엔 괜찮고, 오래 쓰면 평가가 조금 달라질 수도. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 엄청난 건 아니고 그냥 기록용. 딱히 특별하진 않은데 기억은 남는 편이다.",20200919,1,AI_v2
맛집_리뷰,강남역 맛집 딘타이펑 이집 샤오롱바오 잘하네,강남역 맛집 딘타이펑 이집 샤오롱바오 잘하네 #샤오롱바오 먹으러 #딘타이펑 왔다. 딘타이펑 글씨가... ㅋㅋㅋㅋ 찹쉽죠잉 #강남맛집 딘타이펑 강남역점 서초구 서초대로73길 12 세계빌딩 T. 02-569-2778 영업시간... ,20190214,0,Human
전문_정보,[세테크] 2020년 연말정산 달라진 점 000은 놓치지 말자!... ,그러면 구체적으로 2020년 연말정선 지난 해와 달라진 점을 살펴볼까요? 2020년 연말정산 달라진점 신문구독료도 2020년부터 연말정산 공제됩니다. 아동수당받는 자녀는... ,20201221,0,Human
전문_정보,2020년) 신용카드 연말정산 소득공제 30만원 확대? 의문점,"대한민국도 그 영향에서 벗어날 수 없는 가운데 2020년 한시적으로 코로나 19로 인한 소비 위축에... 연말정산 소득공제는 총 급여의 25%를 초과해 신용·체크카드, 현금영수증 등을 사용한 사람들에게... ",20200727,0,Human
전문_정보,"제로페이 가맹점 찾기, 연말정산 소득공제 받는 법!","2020 연말정산 소득공제 항목 보러 가기 &gt;&gt; 둘째, 제로페이 이용 시 공공시설 이용요금을 할인받을 수... 2020년에는 제로페이로 소비자는 편리한 서비스와 소득공제 혜택을, 가맹점은 매출 증대의 기쁨을... ",20200204,0,Human
전문_정보,2020년 연말정산 기본공제대상자 나이,경로우대자의 경우 1명당 연 100만원의 추가공제를 받을수 있는데 나이 기준이 만 70세 이상 (올해 기준으로 1949년 12월 31일 이전 출생자) 입니다. 2020년 연말정산 인적공제 나이,20200117,0,Human
맛집_리뷰,[강남역 맛집] 88년도 개업 모퉁이집 솔직후기,강남역에서 열나게 학원다녀서 강남역이 우리동네보다 더 우리동네같았던 시절 ㅎ ~에 갔던 30년... 저는 2019년 초에 방문했었는데 지금은 가격이 오른것 같아요 아주머니께 앉아서 말로 주문 후 조금 기다리면... ,20200630,0,Human
맛집_리뷰,[강남역 맛집] 일본풍 파스타가 정말 맛있었던곳 '고에몬... ,"일본풍을 먹었는데 양이 아주 많진 않아도 부족하진 않았다. 내부는 조금 바빴고, 음식은 깔끔한 편이라 크게 실패할 느낌은 아님. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다. 사람이 좀 있어서 조용한 느낌은 아니었음.",20200716,1,AI_v2
맛집_리뷰,[강남역 맛집] 쉐이크쉑 (SHAKE SHACK)- 쉑쉑버거 느끼하지만... ,#쉑쉑버거 #쉐이크쉑 #쉐이크쉑버거 #강남역맛집 #강남쉑쉑버거 2019년 2월 16일 (토) 오빠 강남에 볼 일 있어서 쫓아왔어요 &gt;&lt; 배고파 죽을 맛이여서 온 김에 점심먹으러 쉑쉑 버거 ~ 11시 반쯤 갔을 땐 줄이... ,20190216,0,Human
맛집_리뷰,[강남역 맛집] 연인끼리 데이트하기 좋은 파스타집 | 바비레드,도착했는데 강남역 맛집답게 사람이 많아서 웨이팅 20분 했어요 ㅠㅡㅠ ( 커플 분들이 꽤 많았어요!!... 잘 먹었습니다 강남역에서 분위기 좋은 맛집을 찾으신다면 ♦️ 바비레드 강남본점을 추천합니다 ♦️,20191122,0,Human
